1605190887.678971, 1
1605190887.705997, 0
1605190887.720898, 7
1605190887.736341, 0
1605190887.749862, 7
1605190887.764429, 3
1605190887.778041, 10
1605190887.791471, 9
1605190887.812911, 10
1605190887.827141, 9
1605190887.840918, 10
1605190887.854361, 10
1605190887.868943, 8
1605190887.882290, 10
1605190887.895812, 8
1605190887.910557, 9
1605190887.924049, 8
1605190887.939759, 3
1605190887.955108, 4
1605190887.969600, 4
1605190887.983972, 1
1605190887.999714, 2
1605190888.014343, 3
1605190888.027654, 2
1605190888.042587, 2
1605190888.057300, 4
1605190888.077810, 3
1605190888.099352, 5
1605190888.113665, 5
1605190888.127304, 5
1605190888.141248, 5
1605190888.158275, 6
1605190888.171777, 6
1605190888.187593, 6
1605190888.203337, 6
1605190888.220793, 7
1605190888.236092, 6
1605190888.251381, 6
1605190888.266472, 9
1605190888.282641, 6
1605190888.301810, 7
1605190888.317599, 10
1605190888.334908, 7
1605190888.353293, 7
1605190888.370128, 8
1605190888.388351, 9
1605190888.401852, 9
1605190888.416269, 9
1605190888.430706, 9
1605190888.446307, 9
1605190888.460253, 9
1605190888.473782, 10
1605190888.487903, 10
1605190888.501296, 9
1605190888.516499, 10
1605190888.532677, 9
1605190888.546329, 3
1605190888.561289, 2
1605190888.578313, 3
1605190888.593097, 4
1605190888.606622, 3
1605190888.621072, 4
1605190888.636284, 4
1605190888.650296, 4
1605190888.664287, 5
1605190888.683579, 5
1605190888.697678, 6
1605190888.712618, 5
1605190888.727855, 6
1605190888.742109, 5
1605190888.755940, 6
1605190888.772152, 4
1605190888.814287, 6
1605190888.854087, 7
1605190888.874435, 8
1605190888.917321, 7
1605190888.933191, 9
1605190888.955089, 6
1605190888.985556, 9
1605190889.001908, 9
1605190889.026974, 9
1605190889.040897, 9
1605190889.057669, 9
1605190889.073212, 10
1605190889.090482, 8
1605190889.112485, 7
1605190889.128409, 7
1605190889.147508, 6
1605190889.163456, 3
1605190889.191156, 3
1605190889.209971, 4
1605190889.246311, 2
1605190889.278400, 4
1605190889.297341, 4
1605190889.315580, 4
1605190889.422127, 5
1605190889.440169, 5
1605190889.459157, 5
1605190889.474464, 7
1605190889.491400, 6
1605190889.506607, 5
1605190889.529066, 7
1605190889.544498, 7
1605190889.558978, 6
1605190889.574925, 8
1605190889.589155, 8
1605190889.620698, 8
1605190889.635103, 8
1605190889.649079, 8
1605190889.663008, 8
1605190889.677888, 9
1605190889.692706, 10
1605190889.706900, 9
1605190889.722485, 10
1605190889.737725, 10
1605190889.751357, 9
1605190889.765304, 9
1605190889.780950, 10
1605190889.858110, 3
1605190890.363632, 3
1605190890.690915, 1
1605190890.709811, 1
1605190890.732369, 1
1605190890.757656, 3
1605190890.774780, 3
1605190890.815505, 3
1605190890.890913, 3
1605190890.909944, 2
1605190890.967523, 5
1605190890.998171, 6
1605190891.013459, 4
1605190891.030198, 6
1605190891.050336, 5
1605190891.080542, 7
1605190891.116835, 8
1605190891.204903, 6
1605190891.302673, 8
1605190891.350763, 5
1605190891.369972, 8
1605190891.385380, 8
1605190891.401623, 8
1605190891.419572, 8
1605190891.435614, 9
1605190891.450018, 9
1605190891.466113, 9
1605190891.480280, 10
1605190891.494076, 9
1605190891.507941, 10
1605190891.523373, 10
1605190891.537259, 10
1605190891.551297, 9
1605190891.565071, 10
1605190891.579053, 10
1605190891.592621, 10
1605190891.606746, 8
1605190891.622172, 2
1605190891.636568, 3
1605190891.651341, 2
1605190891.667023, 4
1605190891.680536, 3
1605190891.694061, 4
1605190891.707858, 3
1605190891.721078, 5
1605190891.735050, 4
1605190891.750522, 5
1605190891.763938, 5
1605190891.777695, 5
1605190891.792977, 5
1605190891.806544, 6
1605190891.820709, 6
1605190891.835973, 7
1605190891.849568, 6
1605190891.863334, 6
1605190891.878292, 7
1605190891.892024, 7
1605190891.911870, 8
1605190891.927325, 7
1605190891.940824, 8
1605190891.954961, 7
1605190891.971228, 8
1605190891.986272, 9
1605190891.999686, 8
1605190892.015452, 9
1605190892.030987, 10
1605190892.044627, 10
1605190892.058412, 8
1605190892.073581, 9
1605190892.087206, 8
1605190892.102107, 9
1605190892.117235, 4
1605190892.130916, 3
1605190892.144597, 2
1605190892.159446, 2
1605190892.175361, 3
1605190892.189388, 4
1605190892.203397, 3
1605190892.218926, 4
1605190892.233306, 3
1605190892.246922, 4
1605190892.261838, 4
1605190892.280417, 4
1605190892.294730, 4
1605190892.308439, 5
1605190892.321575, 6
1605190892.337357, 6
1605190892.359677, 6
1605190892.375577, 6
1605190892.389305, 7
1605190892.403015, 6
1605190892.418069, 6
1605190892.432518, 8
1605190892.446635, 9
1605190892.460260, 7
1605190892.475421, 8
1605190892.489788, 9
1605190892.503806, 8
1605190892.518682, 8
1605190892.533338, 9
1605190892.547296, 8
1605190892.560839, 10
1605190892.575932, 9
1605190892.589677, 8
1605190892.603534, 10
1605190892.620187, 10
1605190892.634577, 10
1605190892.648746, 9
1605190892.662161, 9
1605190892.677031, 9
1605190892.691464, 10
1605190892.705217, 10
1605190892.719338, 5
1605190892.733655, 3
1605190892.748788, 3
1605190892.764477, 3
1605190892.778176, 3
1605190892.792114, 3
1605190892.807127, 4
1605190892.821712, 3
1605190892.838759, 4
1605190892.853099, 5
1605190892.868166, 4
1605190892.887296, 6
1605190892.901340, 5
1605190892.915699, 7
1605190892.929790, 7
1605190892.944330, 7
1605190892.958090, 6
1605190892.973010, 7
1605190892.987647, 8
1605190893.003067, 7
1605190893.018537, 8
1605190893.032470, 8
1605190893.045988, 7
1605190893.059969, 8
1605190893.077436, 8
