1605144449.775257, 0
1605144449.801587, 0
1605144449.818397, 7
1605144449.834126, 0
1605144449.849146, 6
1605144449.864742, 7
1605144449.878325, 13
1605144449.901602, 17
1605144449.915268, 20
1605144449.934399, 25
1605144449.952782, 30
1605144449.966129, 35
1605144449.979756, 37
1605144449.993974, 43
1605144450.015845, 46
1605144450.030376, 51
1605144450.048828, 55
1605144450.062785, 59
1605144450.076279, 62
1605144450.097760, 69
1605144450.112237, 71
1605144450.125741, 74
1605144450.139918, 85
1605144450.174288, 92
1605144450.190971, 96
1605144450.205228, 100
1605144450.218857, 100
1605144450.232441, 100
1605144450.246807, 100
1605144450.260579, 100
1605144450.274609, 100
1605144450.288609, 99
1605144450.302325, 100
1605144450.316043, 99
1605144450.331171, 100
1605144450.344922, 100
1605144450.358853, 100
1605144450.375874, 100
1605144450.390831, 100
1605144450.404322, 100
1605144450.418508, 99
1605144450.437755, 99
1605144450.452019, 100
1605144450.466182, 100
1605144450.479505, 100
1605144450.493082, 100
1605144450.506747, 99
1605144450.520119, 99
1605144450.535197, 99
1605144450.549785, 100
1605144450.566181, 100
1605144450.587438, 99
1605144450.607366, 99
1605144450.624976, 100
1605144450.638327, 100
1605144450.651748, 100
1605144450.667321, 100
1605144450.680804, 100
1605144450.694954, 99
1605144450.712433, 99
1605144450.726882, 100
1605144450.740658, 100
1605144450.754192, 99
1605144450.780119, 99
1605144450.796792, 99
1605144450.810787, 99
1605144450.825013, 99
1605144450.841106, 100
1605144450.855454, 100
1605144450.869026, 100
1605144450.884013, 100
1605144450.898415, 100
1605144450.911553, 99
1605144450.927412, 99
1605144450.942407, 99
1605144450.956611, 98
1605144450.970305, 100
1605144450.986583, 100
1605144450.999941, 99
1605144451.013470, 98
1605144451.028885, 100
1605144451.042270, 100
1605144451.055531, 100
1605144451.074244, 98
1605144451.091188, 96
1605144451.105535, 97
1605144451.120184, 99
1605144451.135952, 100
1605144451.151971, 99
1605144451.166639, 99
1605144451.180185, 98
1605144451.193840, 97
1605144451.207958, 100
1605144451.221764, 100
1605144451.235138, 100
1605144451.249152, 100
1605144451.262658, 95
1605144451.276217, 100
1605144451.289611, 99
1605144451.304152, 100
1605144451.317758, 97
1605144451.332989, 100
1605144451.346713, 100
1605144451.368276, 100
1605144451.386663, 100
1605144451.401084, 99
1605144451.414686, 98
1605144451.430016, 98
1605144451.448032, 98
1605144451.461483, 99
1605144451.475184, 99
1605144451.490652, 98
1605144451.504233, 96
1605144451.518963, 95
1605144451.532664, 96
1605144451.546055, 96
1605144451.559832, 96
